service,method,path,path_norm,predicted_label,confidence
restaurants-service,PUT,/api/restaurants/111111111111111111111111/menu-items/xyz789,/api/:kws/:num/:kw/xyz789,catalog_ops,78.14
orders-service,PATCH,/api/orders/abc123/delivery-address,/api/orders/abc123/:kw-address,state_transition,75.83
users-service,GET,/api/users/6956e136502d3f4b674e4341,/api/users/:nume136502d3f4b674e4341,generic_api,99.91
orders-service,GET,/api/orders/restaurant/test123,/api/orders/:kw/test123,generic_api,34.85
restaurants-service,GET,/api/restaurants/my,/api/:kws/my,generic_api,99.91
orders-service,GET,/api/orders/test123,/api/orders/test123,generic_api,99.94
restaurants-service,GET,/api/restaurants/debug/fail,/api/:kws/debug/fail,generic_api,99.91
orders-service,PATCH,/api/orders/111111111111111111111111/mark-paid,/api/orders/:num/mark-paid,state_transition,93.15
orders-service,PUT,/api/orders/test123,/api/orders/test123,generic_api,86.2
restaurants-service,PUT,/api/restaurants/6956e136502d3f4b674e4341/menu-items/abc123,/api/:kws/:nume136502d3f4b674e4341/:kw/abc123,catalog_ops,81.92
restaurants-service,POST,/api/restaurants/test123/menu-items,/api/:kws/test123/:kw,catalog_ops,60.49
restaurants-service,GET,/api/restaurants/000000000000000000000001/menu-items/abc123,/api/:kws/:num/:kw/abc123,generic_api,95.99
restaurants-service,PUT,/api/restaurants/abc123,/api/:kws/abc123,catalog_ops,79.94
restaurants-service,GET,/api/restaurants/6956e136502d3f4b674e4341,/api/:kws/:nume136502d3f4b674e4341,generic_api,99.91
restaurants-service,PUT,/api/restaurants/xyz789/menu-items/id123,/api/:kws/xyz789/:kw/id123,catalog_ops,66.62
restaurants-service,GET,/api/restaurants/694103c1eb5047e453c93212/menu-items/111111111111111111111111,/api/:kws/:numc1eb5047e453c93212/:kw/:num,generic_api,97.12
users-service,PUT,/api/users/694103c1eb5047e453c93212,/api/users/:numc1eb5047e453c93212,catalog_ops,86.39
orders-service,PATCH,/api/orders/id123/special-instructions,/api/orders/id123/special-instructions,generic_api,91.5
orders-service,PATCH,/api/orders/abc123/mark-paid,/api/orders/abc123/mark-paid,state_transition,82.23
restaurants-service,POST,/api/restaurants/test123/menu-items,/api/:kws/test123/:kw,catalog_ops,60.49
delivery-service,PATCH,/api/delivery/delivery/6956e136502d3f4b674e4341/status,/api/:kw/:kw/:nume136502d3f4b674e4341/:kw,dispatch_workflow,60.29
orders-service,PATCH,/api/orders/6956e136502d3f4b674e4341/delivery-address,/api/orders/:nume136502d3f4b674e4341/:kw-address,state_transition,81.87
orders-service,PATCH,/api/orders/abc123/status,/api/orders/abc123/:kw,state_transition,89.74
orders-service,PATCH,/api/orders/id123/delivery-address,/api/orders/id123/:kw-address,state_transition,81.87
orders-service,PUT,/api/orders/6956e136502d3f4b674e4341,/api/orders/:nume136502d3f4b674e4341,generic_api,86.2
orders-service,PATCH,/api/orders/id123/delivery-address,/api/orders/id123/:kw-address,state_transition,81.87
orders-service,GET,/api/orders/000000000000000000000001,/api/orders/:num,generic_api,99.94
users-service,GET,/api/users/694103c1eb5047e453c93212,/api/users/:numc1eb5047e453c93212,generic_api,99.91
users-service,POST,/api/users,/api/users,catalog_ops,75.69
orders-service,PATCH,/api/orders/abc123/status,/api/orders/abc123/:kw,state_transition,89.74
restaurants-service,GET,/api/restaurants/111111111111111111111111/menu-items/6956e136502d3f4b674e4341,/api/:kws/:num/:kw/:nume136502d3f4b674e4341,generic_api,97.12
restaurants-service,GET,/api/restaurants/xyz789,/api/:kws/xyz789,generic_api,99.73
restaurants-service,GET,/api/restaurants/my,/api/:kws/my,generic_api,99.91
users-service,GET,/api/users/test123,/api/users/test123,generic_api,99.91
restaurants-service,PUT,/api/restaurants/xyz789,/api/:kws/xyz789,catalog_ops,74.54
restaurants-service,POST,/api/restaurants,/api/:kws,catalog_ops,75.69
orders-service,GET,/api/orders/restaurant/abc123,/api/orders/:kw/abc123,generic_api,45.29
restaurants-service,PATCH,/api/restaurants/6956e136502d3f4b674e4341/availability,/api/:kws/:nume136502d3f4b674e4341/:kw,availability_ops,51.0
delivery-service,PATCH,/api/delivery/delivery/6956e136502d3f4b674e4341/status,/api/:kw/:kw/:nume136502d3f4b674e4341/:kw,dispatch_workflow,60.29
restaurants-service,GET,/api/restaurants/694103c1eb5047e453c93212/menu-items/111111111111111111111111,/api/:kws/:numc1eb5047e453c93212/:kw/:num,generic_api,97.12
users-service,PUT,/api/users/test123,/api/users/test123,catalog_ops,86.39
orders-service,PUT,/api/orders/test123,/api/orders/test123,generic_api,86.2
restaurants-service,GET,/api/restaurants/xyz789,/api/:kws/xyz789,generic_api,99.73
orders-service,PATCH,/api/orders/id123/mark-paid,/api/orders/id123/mark-paid,state_transition,93.15
orders-service,PATCH,/api/orders/6956e136502d3f4b674e4341/special-instructions,/api/orders/:nume136502d3f4b674e4341/special-instructions,generic_api,91.5
orders-service,PATCH,/api/orders/6956e136502d3f4b674e4341/status,/api/orders/:nume136502d3f4b674e4341/:kw,state_transition,96.91
delivery-service,GET,/api/delivery/assigned-orders,/api/:kw/:kwed-orders,generic_api,53.83
orders-service,GET,/api/orders/6956e136502d3f4b674e4341,/api/orders/:nume136502d3f4b674e4341,generic_api,99.94
users-service,GET,/api/users/id123,/api/users/id123,generic_api,99.91
restaurants-service,DELETE,/api/restaurants/id123,/api/:kws/id123,catalog_ops,86.39
orders-service,PUT,/api/orders/6956e136502d3f4b674e4341,/api/orders/:nume136502d3f4b674e4341,generic_api,86.2
users-service,GET,/api/users/test123,/api/users/test123,generic_api,99.91
restaurants-service,POST,/api/restaurants/6956e136502d3f4b674e4341/menu-items,/api/:kws/:nume136502d3f4b674e4341/:kw,catalog_ops,60.49
restaurants-service,PUT,/api/restaurants/694103c1eb5047e453c93212/menu-items/111111111111111111111111,/api/:kws/:numc1eb5047e453c93212/:kw/:num,catalog_ops,86.35
restaurants-service,GET,/api/restaurants/test123/menu-items/6956e136502d3f4b674e4341,/api/:kws/test123/:kw/:nume136502d3f4b674e4341,generic_api,97.12
orders-service,PATCH,/api/orders/abc123/delivery-address,/api/orders/abc123/:kw-address,state_transition,75.83
orders-service,GET,/api/orders/restaurant/test123,/api/orders/:kw/test123,generic_api,34.85
orders-service,GET,/api/orders/restaurant/6956e136502d3f4b674e4341,/api/orders/:kw/:nume136502d3f4b674e4341,generic_api,34.85
restaurants-service,DELETE,/api/restaurants/id123/menu-items/xyz789,/api/:kws/id123/:kw/xyz789,catalog_ops,78.14
orders-service,PATCH,/api/orders/id123/delivery-address,/api/orders/id123/:kw-address,state_transition,81.87
orders-service,GET,/api/orders,/api/orders,generic_api,99.94
orders-service,PATCH,/api/orders/abc123/status,/api/orders/abc123/:kw,state_transition,89.74
orders-service,POST,/api/orders/webhook,/api/orders/:kw,payments,49.18
restaurants-service,GET,/api/restaurants/6956e136502d3f4b674e4341/menu-items/abc123,/api/:kws/:nume136502d3f4b674e4341/:kw/abc123,generic_api,95.99
orders-service,PATCH,/api/orders/694103c1eb5047e453c93212/delivery-address,/api/orders/:numc1eb5047e453c93212/:kw-address,state_transition,81.87
orders-service,GET,/api/orders,/api/orders,generic_api,99.94
delivery-service,GET,/api/delivery/my-deliveries,/api/:kw/my-deliveries,dispatch_workflow,67.79
orders-service,PATCH,/api/orders/test123/delivery-address,/api/orders/test123/:kw-address,state_transition,81.87
orders-service,PUT,/api/orders/test123,/api/orders/test123,generic_api,86.2
orders-service,PATCH,/api/orders/6956e136502d3f4b674e4341/delivery-address,/api/orders/:nume136502d3f4b674e4341/:kw-address,state_transition,81.87
restaurants-service,GET,/api/restaurants/xyz789/menu-items,/api/:kws/xyz789/:kw,generic_api,92.43
orders-service,GET,/api/orders/restaurant/test123,/api/orders/:kw/test123,generic_api,34.85
restaurants-service,PUT,/api/restaurants/694103c1eb5047e453c93212/menu-items/111111111111111111111111,/api/:kws/:numc1eb5047e453c93212/:kw/:num,catalog_ops,86.35
users-service,POST,/api/users,/api/users,catalog_ops,75.69
restaurants-service,PUT,/api/restaurants/id123/menu-items/111111111111111111111111,/api/:kws/id123/:kw/:num,catalog_ops,86.35
restaurants-service,POST,/api/restaurants/abc123/menu-items,/api/:kws/abc123/:kw,catalog_ops,62.77
restaurants-service,PATCH,/api/restaurants/id123/availability,/api/:kws/id123/:kw,availability_ops,51.0
orders-service,PATCH,/api/orders/abc123/delivery-address,/api/orders/abc123/:kw-address,state_transition,75.83
restaurants-service,DELETE,/api/restaurants/id123,/api/:kws/id123,catalog_ops,86.39
restaurants-service,PATCH,/api/restaurants/xyz789/availability,/api/:kws/xyz789/:kw,state_transition,54.63
orders-service,PATCH,/api/orders/id123/mark-paid,/api/orders/id123/mark-paid,state_transition,93.15
delivery-service,GET,/api/delivery/my-deliveries,/api/:kw/my-deliveries,dispatch_workflow,67.79
restaurants-service,GET,/api/restaurants/000000000000000000000001/menu-items/abc123,/api/:kws/:num/:kw/abc123,generic_api,95.99
users-service,GET,/api/users/694103c1eb5047e453c93212,/api/users/:numc1eb5047e453c93212,generic_api,99.91
users-service,POST,/api/users,/api/users,catalog_ops,75.69
orders-service,GET,/api/orders/restaurant/111111111111111111111111,/api/orders/:kw/:num,generic_api,34.85
orders-service,PATCH,/api/orders/6956e136502d3f4b674e4341/mark-paid,/api/orders/:nume136502d3f4b674e4341/mark-paid,state_transition,93.15
restaurants-service,GET,/api/restaurants/id123,/api/:kws/id123,generic_api,99.91
restaurants-service,GET,/api/restaurants/000000000000000000000001,/api/:kws/:num,generic_api,99.91
orders-service,PATCH,/api/orders/694103c1eb5047e453c93212/status,/api/orders/:numc1eb5047e453c93212/:kw,state_transition,96.91
users-service,GET,/telemetry,/telemetry,generic_api,99.7
orders-service,PATCH,/api/orders/6956e136502d3f4b674e4341/delivery-address,/api/orders/:nume136502d3f4b674e4341/:kw-address,state_transition,81.87
restaurants-service,PATCH,/api/restaurants/id123/availability,/api/:kws/id123/:kw,availability_ops,51.0
users-service,GET,/api/users,/api/users,generic_api,99.91
orders-service,POST,/api/orders/webhook,/api/orders/:kw,payments,49.18
restaurants-service,DELETE,/api/restaurants/id123/menu-items/abc123,/api/:kws/id123/:kw/abc123,catalog_ops,81.92
restaurants-service,GET,/api/restaurants/000000000000000000000001,/api/:kws/:num,generic_api,99.91
restaurants-service,GET,/api/restaurants/test123,/api/:kws/test123,generic_api,99.91
orders-service,PATCH,/api/orders/000000000000000000000001/special-instructions,/api/orders/:num/special-instructions,generic_api,91.5
restaurants-service,PUT,/api/restaurants/abc123,/api/:kws/abc123,catalog_ops,79.94
delivery-service,POST,/api/delivery/respond,/api/:kw/:kw,dispatch_workflow,96.58
orders-service,GET,/api/orders/test123,/api/orders/test123,generic_api,99.94
orders-service,PATCH,/api/orders/abc123/delivery-address,/api/orders/abc123/:kw-address,state_transition,75.83
orders-service,PATCH,/api/orders/6956e136502d3f4b674e4341/mark-paid,/api/orders/:nume136502d3f4b674e4341/mark-paid,state_transition,93.15
restaurants-service,PATCH,/api/restaurants/694103c1eb5047e453c93212/availability,/api/:kws/:numc1eb5047e453c93212/:kw,availability_ops,51.0
restaurants-service,DELETE,/api/restaurants/694103c1eb5047e453c93212,/api/:kws/:numc1eb5047e453c93212,catalog_ops,86.39
users-service,PUT,/api/users/6956e136502d3f4b674e4341,/api/users/:nume136502d3f4b674e4341,catalog_ops,86.39
restaurants-service,GET,/api/restaurants/test123/menu-items/6956e136502d3f4b674e4341,/api/:kws/test123/:kw/:nume136502d3f4b674e4341,generic_api,97.12
orders-service,PATCH,/api/orders/694103c1eb5047e453c93212/delivery-address,/api/orders/:numc1eb5047e453c93212/:kw-address,state_transition,81.87
orders-service,PATCH,/api/orders/id123/status,/api/orders/id123/:kw,state_transition,96.91
restaurants-service,GET,/api/restaurants/6956e136502d3f4b674e4341/menu-items/abc123,/api/:kws/:nume136502d3f4b674e4341/:kw/abc123,generic_api,95.99
orders-service,PATCH,/api/orders/abc123/status,/api/orders/abc123/:kw,state_transition,89.74
orders-service,POST,/api/orders,/api/orders,generic_api,52.97
delivery-service,PATCH,/api/delivery/delivery/6956e136502d3f4b674e4341/status,/api/:kw/:kw/:nume136502d3f4b674e4341/:kw,dispatch_workflow,60.29
orders-service,GET,/api/orders/restaurant/id123,/api/orders/:kw/id123,generic_api,34.85
orders-service,PATCH,/api/orders/000000000000000000000001/special-instructions,/api/orders/:num/special-instructions,generic_api,91.5
delivery-service,PATCH,/api/delivery/delivery/xyz789/status,/api/:kw/:kw/xyz789/:kw,state_transition,50.63
orders-service,GET,/api/orders/test123,/api/orders/test123,generic_api,99.94
orders-service,PUT,/api/orders/xyz789,/api/orders/xyz789,generic_api,86.02
orders-service,PATCH,/api/orders/test123/delivery-address,/api/orders/test123/:kw-address,state_transition,81.87
restaurants-service,DELETE,/api/restaurants/id123/menu-items/111111111111111111111111,/api/:kws/id123/:kw/:num,catalog_ops,86.35
restaurants-service,GET,/api/restaurants/694103c1eb5047e453c93212/menu-items/111111111111111111111111,/api/:kws/:numc1eb5047e453c93212/:kw/:num,generic_api,97.12
restaurants-service,GET,/api/restaurants/id123/menu-items,/api/:kws/id123/:kw,generic_api,97.12
orders-service,POST,/api/orders/webhook,/api/orders/:kw,payments,49.18
orders-service,GET,/api/orders/restaurant/test123,/api/orders/:kw/test123,generic_api,34.85
users-service,PUT,/api/users/id123,/api/users/id123,catalog_ops,86.39
users-service,GET,/api/users/id123,/api/users/id123,generic_api,99.91
orders-service,PATCH,/api/orders/6956e136502d3f4b674e4341/delivery-address,/api/orders/:nume136502d3f4b674e4341/:kw-address,state_transition,81.87
delivery-service,PATCH,/api/delivery/delivery/6956e136502d3f4b674e4341/status,/api/:kw/:kw/:nume136502d3f4b674e4341/:kw,dispatch_workflow,60.29
restaurants-service,PUT,/api/restaurants/000000000000000000000001,/api/:kws/:num,catalog_ops,86.39
restaurants-service,PUT,/api/restaurants/id123/menu-items/111111111111111111111111,/api/:kws/id123/:kw/:num,catalog_ops,86.35
restaurants-service,DELETE,/api/restaurants/test123/menu-items/id123,/api/:kws/test123/:kw/id123,catalog_ops,86.35
restaurants-service,GET,/api/restaurants/694103c1eb5047e453c93212/menu-items,/api/:kws/:numc1eb5047e453c93212/:kw,generic_api,97.12
orders-service,PATCH,/api/orders/6956e136502d3f4b674e4341/special-instructions,/api/orders/:nume136502d3f4b674e4341/special-instructions,generic_api,91.5
restaurants-service,GET,/api/restaurants/debug/fail,/api/:kws/debug/fail,generic_api,99.91
restaurants-service,POST,/api/restaurants,/api/:kws,catalog_ops,75.69
orders-service,GET,/api/orders/restaurant/test123,/api/orders/:kw/test123,generic_api,34.85
users-service,GET,/api/users/test123,/api/users/test123,generic_api,99.91
orders-service,GET,/api/orders/restaurant/test123,/api/orders/:kw/test123,generic_api,34.85
orders-service,GET,/api/orders/restaurant/abc123,/api/orders/:kw/abc123,generic_api,45.29
users-service,PUT,/api/users/test123,/api/users/test123,catalog_ops,86.39
restaurants-service,GET,/api/restaurants/000000000000000000000001/menu-items/abc123,/api/:kws/:num/:kw/abc123,generic_api,95.99
orders-service,PATCH,/api/orders/694103c1eb5047e453c93212/delivery-address,/api/orders/:numc1eb5047e453c93212/:kw-address,state_transition,81.87
users-service,GET,/api/users/111111111111111111111111,/api/users/:num,generic_api,99.91
orders-service,PATCH,/api/orders/694103c1eb5047e453c93212/delivery-address,/api/orders/:numc1eb5047e453c93212/:kw-address,state_transition,81.87
restaurants-service,GET,/api/restaurants/6956e136502d3f4b674e4341,/api/:kws/:nume136502d3f4b674e4341,generic_api,99.91
restaurants-service,DELETE,/api/restaurants/id123/menu-items/abc123,/api/:kws/id123/:kw/abc123,catalog_ops,81.92
restaurants-service,DELETE,/api/restaurants/694103c1eb5047e453c93212,/api/:kws/:numc1eb5047e453c93212,catalog_ops,86.39
restaurants-service,GET,/api/restaurants/111111111111111111111111/menu-items/6956e136502d3f4b674e4341,/api/:kws/:num/:kw/:nume136502d3f4b674e4341,generic_api,97.12
orders-service,PUT,/api/orders/6956e136502d3f4b674e4341,/api/orders/:nume136502d3f4b674e4341,generic_api,86.2
restaurants-service,PUT,/api/restaurants/111111111111111111111111,/api/:kws/:num,catalog_ops,86.39
restaurants-service,PUT,/api/restaurants/id123,/api/:kws/id123,catalog_ops,86.39
orders-service,PATCH,/api/orders/id123/delivery-address,/api/orders/id123/:kw-address,state_transition,81.87
restaurants-service,PUT,/api/restaurants/xyz789,/api/:kws/xyz789,catalog_ops,74.54
delivery-service,PATCH,/api/delivery/delivery/xyz789/status,/api/:kw/:kw/xyz789/:kw,state_transition,50.63
orders-service,GET,/api/orders/abc123,/api/orders/abc123,generic_api,98.96
restaurants-service,DELETE,/api/restaurants/id123/menu-items/xyz789,/api/:kws/id123/:kw/xyz789,catalog_ops,78.14
orders-service,POST,/api/orders/create-payment-intent,/api/orders/create-:kw-intent,payments,25.96
orders-service,GET,/api/orders/restaurant/id123,/api/orders/:kw/id123,generic_api,34.85
restaurants-service,GET,/api/restaurants/6956e136502d3f4b674e4341,/api/:kws/:nume136502d3f4b674e4341,generic_api,99.91
restaurants-service,POST,/api/restaurants,/api/:kws,catalog_ops,75.69
restaurants-service,POST,/api/restaurants/111111111111111111111111/menu-items,/api/:kws/:num/:kw,catalog_ops,60.49
orders-service,PATCH,/api/orders/test123/mark-paid,/api/orders/test123/mark-paid,state_transition,93.15
restaurants-service,DELETE,/api/restaurants/000000000000000000000001/menu-items/6956e136502d3f4b674e4341,/api/:kws/:num/:kw/:nume136502d3f4b674e4341,catalog_ops,86.35
orders-service,GET,/api/orders/000000000000000000000001,/api/orders/:num,generic_api,99.94
restaurants-service,GET,/api/restaurants/my/menu-items,/api/:kws/my/:kw,generic_api,97.12
restaurants-service,GET,/api/restaurants/test123/menu-items/6956e136502d3f4b674e4341,/api/:kws/test123/:kw/:nume136502d3f4b674e4341,generic_api,97.12
users-service,GET,/api/users/111111111111111111111111,/api/users/:num,generic_api,99.91
restaurants-service,DELETE,/api/restaurants/694103c1eb5047e453c93212,/api/:kws/:numc1eb5047e453c93212,catalog_ops,86.39
restaurants-service,PATCH,/api/restaurants/xyz789/availability,/api/:kws/xyz789/:kw,state_transition,54.63
users-service,GET,/api/users,/api/users,generic_api,99.91
restaurants-service,GET,/api/restaurants/000000000000000000000001/menu-items/abc123,/api/:kws/:num/:kw/abc123,generic_api,95.99
orders-service,PATCH,/api/orders/694103c1eb5047e453c93212/special-instructions,/api/orders/:numc1eb5047e453c93212/special-instructions,generic_api,91.5
orders-service,PATCH,/api/orders/abc123/delivery-address,/api/orders/abc123/:kw-address,state_transition,75.83
users-service,GET,/api/users/111111111111111111111111,/api/users/:num,generic_api,99.91
orders-service,PATCH,/api/orders/694103c1eb5047e453c93212/delivery-address,/api/orders/:numc1eb5047e453c93212/:kw-address,state_transition,81.87
orders-service,POST,/api/orders/webhook,/api/orders/:kw,payments,49.18
restaurants-service,DELETE,/api/restaurants/id123/menu-items/111111111111111111111111,/api/:kws/id123/:kw/:num,catalog_ops,86.35
restaurants-service,PATCH,/api/restaurants/6956e136502d3f4b674e4341/availability,/api/:kws/:nume136502d3f4b674e4341/:kw,availability_ops,51.0
orders-service,PATCH,/api/orders/111111111111111111111111/mark-paid,/api/orders/:num/mark-paid,state_transition,93.15
users-service,PUT,/api/users/test123,/api/users/test123,catalog_ops,86.39
restaurants-service,PUT,/api/restaurants/111111111111111111111111/menu-items/xyz789,/api/:kws/:num/:kw/xyz789,catalog_ops,78.14
orders-service,PUT,/api/orders/abc123,/api/orders/abc123,generic_api,76.44
orders-service,PUT,/api/orders/xyz789,/api/orders/xyz789,generic_api,86.02
restaurants-service,GET,/api/restaurants/000000000000000000000001,/api/:kws/:num,generic_api,99.91
restaurants-service,PATCH,/api/restaurants/test123/availability,/api/:kws/test123/:kw,availability_ops,51.0
users-service,GET,/telemetry,/telemetry,generic_api,99.7
restaurants-service,DELETE,/api/restaurants/6956e136502d3f4b674e4341/menu-items/000000000000000000000001,/api/:kws/:nume136502d3f4b674e4341/:kw/:num,catalog_ops,86.35
orders-service,GET,/api/orders/restaurant/id123,/api/orders/:kw/id123,generic_api,34.85
orders-service,PATCH,/api/orders/id123/mark-paid,/api/orders/id123/mark-paid,state_transition,93.15
restaurants-service,GET,/api/restaurants/abc123/menu-items,/api/:kws/abc123/:kw,generic_api,92.59
restaurants-service,GET,/api/restaurants/111111111111111111111111/menu-items/6956e136502d3f4b674e4341,/api/:kws/:num/:kw/:nume136502d3f4b674e4341,generic_api,97.12
restaurants-service,GET,/api/restaurants/test123,/api/:kws/test123,generic_api,99.91
restaurants-service,DELETE,/api/restaurants/id123/menu-items/xyz789,/api/:kws/id123/:kw/xyz789,catalog_ops,78.14
orders-service,PUT,/api/orders/694103c1eb5047e453c93212,/api/orders/:numc1eb5047e453c93212,generic_api,86.2
restaurants-service,GET,/api/restaurants/test123/menu-items/6956e136502d3f4b674e4341,/api/:kws/test123/:kw/:nume136502d3f4b674e4341,generic_api,97.12
orders-service,POST,/api/orders/create-payment-intent,/api/orders/create-:kw-intent,payments,25.96
orders-service,PATCH,/api/orders/694103c1eb5047e453c93212/status,/api/orders/:numc1eb5047e453c93212/:kw,state_transition,96.91
orders-service,PATCH,/api/orders/test123/delivery-address,/api/orders/test123/:kw-address,state_transition,81.87
restaurants-service,PUT,/api/restaurants/000000000000000000000001/menu-items/000000000000000000000001,/api/:kws/:num/:kw/:num,catalog_ops,86.35
delivery-service,PATCH,/api/delivery/delivery/6956e136502d3f4b674e4341/status,/api/:kw/:kw/:nume136502d3f4b674e4341/:kw,dispatch_workflow,60.29
orders-service,GET,/api/orders/restaurant/694103c1eb5047e453c93212,/api/orders/:kw/:numc1eb5047e453c93212,generic_api,34.85
restaurants-service,PATCH,/api/restaurants/test123/availability,/api/:kws/test123/:kw,availability_ops,51.0
orders-service,GET,/api/orders/restaurant/111111111111111111111111,/api/orders/:kw/:num,generic_api,34.85
restaurants-service,PUT,/api/restaurants/694103c1eb5047e453c93212/menu-items/111111111111111111111111,/api/:kws/:numc1eb5047e453c93212/:kw/:num,catalog_ops,86.35
orders-service,PATCH,/api/orders/id123/delivery-address,/api/orders/id123/:kw-address,state_transition,81.87
orders-service,PATCH,/api/orders/abc123/mark-paid,/api/orders/abc123/mark-paid,state_transition,82.23
restaurants-service,PUT,/api/restaurants/6956e136502d3f4b674e4341/menu-items/abc123,/api/:kws/:nume136502d3f4b674e4341/:kw/abc123,catalog_ops,81.92
delivery-service,GET,/api/delivery/my-deliveries,/api/:kw/my-deliveries,dispatch_workflow,67.79
delivery-service,GET,/api/delivery/assigned-orders,/api/:kw/:kwed-orders,generic_api,53.83
orders-service,GET,/api/orders,/api/orders,generic_api,99.94
orders-service,PATCH,/api/orders/000000000000000000000001/special-instructions,/api/orders/:num/special-instructions,generic_api,91.5
users-service,PUT,/api/users/id123,/api/users/id123,catalog_ops,86.39
orders-service,PATCH,/api/orders/xyz789/special-instructions,/api/orders/xyz789/special-instructions,generic_api,91.48
users-service,GET,/api/users/6956e136502d3f4b674e4341,/api/users/:nume136502d3f4b674e4341,generic_api,99.91
restaurants-service,DELETE,/api/restaurants/abc123,/api/:kws/abc123,catalog_ops,79.94
restaurants-service,DELETE,/api/restaurants/694103c1eb5047e453c93212,/api/:kws/:numc1eb5047e453c93212,catalog_ops,86.39
restaurants-service,POST,/api/restaurants/abc123/menu-items,/api/:kws/abc123/:kw,catalog_ops,62.77
restaurants-service,POST,/api/restaurants/111111111111111111111111/menu-items,/api/:kws/:num/:kw,catalog_ops,60.49
orders-service,PATCH,/api/orders/test123/mark-paid,/api/orders/test123/mark-paid,state_transition,93.15
restaurants-service,DELETE,/api/restaurants/abc123,/api/:kws/abc123,catalog_ops,79.94
restaurants-service,PUT,/api/restaurants/111111111111111111111111/menu-items/xyz789,/api/:kws/:num/:kw/xyz789,catalog_ops,78.14
restaurants-service,GET,/api/restaurants/abc123/menu-items,/api/:kws/abc123/:kw,generic_api,92.59
users-service,PUT,/api/users/6956e136502d3f4b674e4341,/api/users/:nume136502d3f4b674e4341,catalog_ops,86.39
orders-service,PATCH,/api/orders/111111111111111111111111/mark-paid,/api/orders/:num/mark-paid,state_transition,93.15
restaurants-service,PATCH,/api/restaurants/6956e136502d3f4b674e4341/availability,/api/:kws/:nume136502d3f4b674e4341/:kw,availability_ops,51.0
restaurants-service,PUT,/api/restaurants/111111111111111111111111,/api/:kws/:num,catalog_ops,86.39
restaurants-service,DELETE,/api/restaurants/test123/menu-items/id123,/api/:kws/test123/:kw/id123,catalog_ops,86.35
restaurants-service,DELETE,/api/restaurants/test123/menu-items/id123,/api/:kws/test123/:kw/id123,catalog_ops,86.35
restaurants-service,DELETE,/api/restaurants/id123,/api/:kws/id123,catalog_ops,86.39
restaurants-service,PUT,/api/restaurants/6956e136502d3f4b674e4341/menu-items/abc123,/api/:kws/:nume136502d3f4b674e4341/:kw/abc123,catalog_ops,81.92
restaurants-service,GET,/api/restaurants/abc123/menu-items,/api/:kws/abc123/:kw,generic_api,92.59
restaurants-service,GET,/api/restaurants/my,/api/:kws/my,generic_api,99.91
users-service,PUT,/api/users/test123,/api/users/test123,catalog_ops,86.39
delivery-service,POST,/api/delivery/assign,/api/:kw/:kw,dispatch_workflow,96.58
restaurants-service,GET,/api/restaurants,/api/:kws,generic_api,99.91
restaurants-service,GET,/api/restaurants/694103c1eb5047e453c93212/menu-items,/api/:kws/:numc1eb5047e453c93212/:kw,generic_api,97.12
restaurants-service,POST,/api/restaurants/6956e136502d3f4b674e4341/menu-items,/api/:kws/:nume136502d3f4b674e4341/:kw,catalog_ops,60.49
users-service,GET,/api/users/test123,/api/users/test123,generic_api,99.91
users-service,PUT,/api/users/id123,/api/users/id123,catalog_ops,86.39
restaurants-service,PUT,/api/restaurants/111111111111111111111111/menu-items/xyz789,/api/:kws/:num/:kw/xyz789,catalog_ops,78.14
restaurants-service,PUT,/api/restaurants/abc123,/api/:kws/abc123,catalog_ops,79.94
restaurants-service,DELETE,/api/restaurants/000000000000000000000001,/api/:kws/:num,catalog_ops,86.39
orders-service,GET,/api/orders/6956e136502d3f4b674e4341,/api/orders/:nume136502d3f4b674e4341,generic_api,99.94
restaurants-service,DELETE,/api/restaurants/6956e136502d3f4b674e4341/menu-items/000000000000000000000001,/api/:kws/:nume136502d3f4b674e4341/:kw/:num,catalog_ops,86.35
orders-service,GET,/api/orders/6956e136502d3f4b674e4341,/api/orders/:nume136502d3f4b674e4341,generic_api,99.94
orders-service,PUT,/api/orders/abc123,/api/orders/abc123,generic_api,76.44
orders-service,PATCH,/api/orders/xyz789/special-instructions,/api/orders/xyz789/special-instructions,generic_api,91.48
delivery-service,POST,/api/delivery/respond,/api/:kw/:kw,dispatch_workflow,96.58
delivery-service,PATCH,/api/delivery/delivery/6956e136502d3f4b674e4341/status,/api/:kw/:kw/:nume136502d3f4b674e4341/:kw,dispatch_workflow,60.29
users-service,GET,/telemetry,/telemetry,generic_api,99.7
users-service,GET,/api/users/test123,/api/users/test123,generic_api,99.91
restaurants-service,GET,/api/restaurants/111111111111111111111111/menu-items/6956e136502d3f4b674e4341,/api/:kws/:num/:kw/:nume136502d3f4b674e4341,generic_api,97.12
delivery-service,PATCH,/api/delivery/delivery/id123/status,/api/:kw/:kw/id123/:kw,dispatch_workflow,60.29
restaurants-service,GET,/api/restaurants/abc123/menu-items,/api/:kws/abc123/:kw,generic_api,92.59
orders-service,PATCH,/api/orders/111111111111111111111111/mark-paid,/api/orders/:num/mark-paid,state_transition,93.15
restaurants-service,GET,/api/restaurants/694103c1eb5047e453c93212/menu-items/111111111111111111111111,/api/:kws/:numc1eb5047e453c93212/:kw/:num,generic_api,97.12
restaurants-service,DELETE,/api/restaurants/id123,/api/:kws/id123,catalog_ops,86.39
